root;encryption;compression;compressionBzip2;compressionGzip;compressionLzo;compressionZpaq;compressionLrzip;level;level1;level2;level3;level4;level5;level6;level7;level8;level9;unlimitedWindowSize;disableCompressibilityTesting;Performance
1;0;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;76470
1;0;1;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;50420
1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;5759100
1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;43680
1;1;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;222830
1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;274670
1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;59650
1;1;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;1;0;220350
1;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;1;0;5811280
1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;58470
1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;53870
1;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;52070
1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;57660
1;0;1;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;1;1;672390
1;1;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;1;1;216030
1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;1;1;1065840
1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;1;832650
1;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;1;1;5588490
